iteration,id,juris,workflow,status,name,global,entity_types
115,60fc2002a50e740950359943,"[{'country': 'Canada', 'name': 'Nunavut - Canada', 'region': 'Nunavut'}]",['Registration Compliance'],pdf,Form 24 - Notice of Change of Address of Directors (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
116,60fc2007a50e740950359945,"[{'country': 'Canada', 'name': 'Nunavut - Canada', 'region': 'Nunavut'}]",['Registration Compliance'],pdf,Form 26 - Statement of Amalgamation (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
117,60fc200da50e740950359947,"[{'country': 'Canada', 'name': 'Nunavut - Canada', 'region': 'Nunavut'}]",['Registration Compliance'],pdf,Form 27 - Annual Return (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
118,60fc2015a50e740950359949,"[{'country': 'Canada', 'name': 'Nunavut - Canada', 'region': 'Nunavut'}]",['Formation'],pdf,Name Reservation Request,True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
119,61573745327b1b08b88acc6d,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Dissolve'],pdf,Form 4017 Articles of Dissolution,True,['Not-for-profit Organization']
120,617f5209885c6209670e2d65,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]",['Merge / Amalgamate'],pdf,Form 6 - Articles of Amalgamation,True,['Corporation']
121,6185514b627e1208b8c7b8db,"[{'country': 'Canada', 'name': 'British Columbia - Canada', 'region': 'British Columbia'}]",['Formation'],pdf,Form Reg 791 - Declaration for British Columbia Limited Partnership,True,['Limited Liability Partnership']
122,618551a1627e1208b8c7b99b,"[{'country': 'Canada', 'name': 'Alberta - Canada', 'region': 'Alberta'}]",['Change of Company Name'],pdf,REG3073 Notice of English-French Name Equivalency - Cancellation of Name Equivalency,True,['Corporation']
123,621547b7ad0d9d08b0b4cfc3,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Continuance'],pdf,Form 4011 -  Articles of Continuance (import),True,['Not-for-profit Organization']
124,6220f1f7c581ae0a4915b2ec,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Change of Company Name'],pdf,Special Resolution - Name Change and Certificate,True,"['Company', 'Corporation']"
125,6220f1f65142e00a44b85a4f,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]","['General', 'Registration Compliance', 'Dissolve']",pdf,Request for Revocation,True,"['Company', 'Corporation', 'Partnership', 'General Partnership']"
126,6220f35c08f0c11d6ac3ff47,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]","['Change of principals', 'Registration Compliance']",pdf,Notice of Change in the Proprietor or Partners using a Business Name registered in Nova Scotia,True,"['Company', 'Corporation', 'Partnership', 'General Partnership', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Sole Proprietorship']"
127,62216b0b694eb516d4236ad1,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]","['Change of Company Name', 'Registration Compliance', 'Registrations']",pdf,Business Name Change,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
128,62216b0b08f0c11d6ac4a3fa,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Dissolve'],pdf,Dissolution of Partnership,True,"['Partnership', 'General Partnership']"
129,62216d91c581ae0a49163656,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]","['Organizational', 'Change of Address']",pdf,Change of Address,True,"['Company', 'Partnership', 'General Partnership', 'Society']"
130,628d31ec6bd4f40a40e46e6d,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Continuance'],pdf,RE-516 Statuts de continuation,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
131,628d31ec401bf45bec5e4e2c,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Amendments'],pdf,RE-502 Demande de lettres patentes supplementaires,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
132,628d34b88a04e60a4779982d,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Formation'],pdf,RE-300 Statuts de constitution,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
133,628d34b883ae2f0f44d6bdb8,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Change of Company Name'],pdf,RE-302 Demande de reservation de nom,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
134,628d3535f1e1650a547c7d3e,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]","['Annual Compliance', 'Organizational', 'Notice of Change', 'Change of Shared Address', 'Change of Profile Address']",pdf,RE-301 Avis etablissant l'adresse du siege et la liste des administrateurs,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
135,628d353533b66e3fb291630d,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Merge / Amalgamate'],pdf,RE-501 Statuts de fusion,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
136,628d3aff1e01740a4d5e128e,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['General'],pdf,RE-509 Demande de statuts de refonte,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
137,628d3aff83ae2f0f44d6c4db,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Revival'],pdf,RE-703 Demande de reconstitution,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
138,628d3aff6bd4f40a40e47a6e,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Amendments'],pdf,RE-500 Statuts de modification,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
139,628d3afff1e1650a547c852a,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Continuance'],pdf,RE-517 Statuts de continuation,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
140,628d3aff44416e0a4ab160c5,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Continuance'],pdf,RE-513 Demande d'autorisation de continuer hors du Quebec,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
